SIGN,DATE,TEXT
cancer,2014-11-21,"It's nearly impossible to dramatically alter your routines now, even if you understand how much it could help to make some basic improvements in your lifestyle. Unfortunately, knowing the truth isn't always enough because your behavior doesn't automatically conform to your thinking. Nevertheless, you're still ultimately responsible for whatever you do, so don't just take the path of least resistance. Intention is your not-so-secret weapon; use it wisely."
leo,2014-11-21,"You could convince yourself that you are on such an important mission today that nothing can possibly get in your way. Ironically, your own self-doubt might be a roadblock to your success. It's prudent to dig deeper in search of the truth, but questioning your abilities is a serious waste of time and energy now. Although you may not be able to make your fears disappear overnight, you don't have to sit idly by and let them control your destiny. Channel your inner Lion and roar."
virgo,2014-11-21,"No matter how much you want to follow your prearranged schedule, unseen forces prevent you from executing your plan. You could let stress get the best of you today if you are too inflexible. You might even lose your temper and say something to a loved one without stopping to comprehend the negative impact of your words until it's too late. If tension is mounting, remind yourself to take a deep breath and remain adaptable. Whether you like it or not, going along with the flow is smarter now than fighting it."
libra,2014-11-21,"Your infamous indecision is not a problem today; in fact, you may be making up for lost time as you swiftly respond to current circumstances with definitive answers. You could be quite stubborn if someone suggests you are being uncooperative now, since you don't believe for a moment that you're the one who is stirring up trouble. Luckily, your day takes an unexpected turn for the better when you relax the reins of control just enough to give others some ownership in the unfolding situation."
scorpio,2014-11-21,"Your thoughts are so loud today that you might believe everyone can actually hear what you're thinking. Red-hot Mars fires up cerebral Mercury in passionate Scorpio, coercing you to speak your mind before considering the consequences. Your honesty is admirable but not if you hit below the belt. Luckily, you have the power to transmute fear into love, enabling you to choose the most creative path in each of your interactions. Think with your heart for the best results."
sagittarius,2014-11-21,"Your current action plan could be flawed with irrational logic or incorrect assumptions, even if you believe that you're traveling on the path to success. Thankfully, you can overcome poor reasoning by trusting your intuition now. Don't fret about the details; just play it by ear as you move through the day. Save further analysis for a later date; explore your imagination to find the truth without trying to justify what you learn."
capricorn,2014-11-21,"You're a tough opponent in a public debate today, but stop to evaluate the price you may need to pay for your victory. Ruthless intentions could be unleashed now if you take a position contrary to your friends or associates. Ultimately, you're the only person who can decide whether or not it's worth it. There are no right or wrong choices as long as you think about the ramifications in advance, and not after creating needless antagonism. Listening to your heart might reveal a compromise based on kindness and not on conflict."
aquarius,2014-11-21,"You may feel insecure today about your success at work, but you should be able to transcend your fears through spiritual practice. For some, prayer is the best method for handling the current stress, but your personal journey might also include dance, meditation, or an artistic pursuit. As long as you can step outside of your mundane concerns now, it doesn't really matter which tools you use to awaken your cosmic connection."
pisces,2014-11-21,"It certainly seems like everything is requiring more time than it should as far as you are concerned. It's as if your efforts to move into the next exciting phase of your life are blocked by unknown forces. Oddly enough, the more you think about overcoming the obstacles, the larger they become. You need to relax and reclaim your objectivity before forging ahead. Reexamining your priorities and readjusting your plans sets you up for success."
aries,2014-11-22,"No matter what you imagine now, the week ahead will likely unfold differently than you expect. The Sagittarius New Moon accentuates your 9th House of Future Vision, opening your mind to all the opportunities, but it's not wise to choose any one path yet. Just be thankful for any progress you make considering all the exciting distractions, even if it seems as if you aren't gaining on your goals. Ironically, you may look back happily on these days when you realize how much you actually accomplished."
taurus,2014-11-22,"You could make a simple error in judgment if you're moving too fast today, so take your time when dealing with issues of substance. The philosophical Sagittarius New Moon energizes your 8th House of Deep Sharing, inspiring you to be radically honest in your relationships. However, you may become so fascinated with the big picture that you could leave out a critical detail. Taking a methodical approach when it comes to matters of the heart enables you to cover all your bases now just in case."
gemini,2014-11-22,"Your positive attitude has an immediate impact on your most intimate relationships today. But even a partnership that appears stable can be stressed by the independent Sagittarius New Moon emphasizing your 7th House of Others. Perspectives are shifting and your proactive attention helps to revitalize the interpersonal dynamics as long as you don't try to control the situation. Rather than worrying about what might go wrong now, focus on the potential for success."
cancer,2014-11-22,"You may have ambitious expectations about finishing several projects today, but your high hopes might be dashed while the Sagittarius New Moon magnifies your 6th House of Work. Paring back your goals makes sense, since you could exhaust your resources if you take on too much. Breaking up a major project into bite-sized tasks allows you to rise above your current temptation to commit to more than you can deliver. Concentrate on quality not quantity for the best results."
leo,2014-11-22,"Your most innovative ideas carry you far beyond your normal limitations while the inspirational Sagittarius New Moon activates your 5th House of Play. Don't be afraid to express your bold creativity now, since there's no logical reason to keep it hidden. Whether you find satisfaction or not, accepting the consequences of your current actions empowers you to move on to the next big thing without restraint. When the world is your playground, anything can happen."
virgo,2014-11-22,"It's a brand new day and you can make a fresh start handling family issues while the Sagittarius New Moon rouses your 4th House of Foundations. However, your current direction must be consistent with your long-term goals or you won't get very far. Honor your heart's desires, even if they seem totally irrational to others. Trust your gut instincts because the answers you seek arise from your subconscious now and not from logical analysis. Sometimes the most important things cannot be seen."
libra,2014-11-22,"Your schedule may be spinning out of control today because your good intentions led you to make too many promises. The Sagittarius New Moon excites your 3rd House of Distractions, ensuring a hectic schedule even if you cancel an appointment or decline a social invitation. Nevertheless, this can also be an exhilarating time now. There's no need to worry; the intensity will settle down soon enough. In the meantime, ride the energetic wave and make the most of the momentum while it lasts."
scorpio,2014-11-22,"Your core beliefs may be called into question as today's Sagittarius New Moon falls in your 2nd House of Values. Although external events could raise a red flag that triggers your concern, there's a good chance that others might actually be following your lead now. Remember, no one else can make you feel better about who you are; your self-worth must come from within. Don't let anyone dim your light; shine, baby, shine."
sagittarius,2014-11-22,"Your life path is continuing to change, and today's empowering New Moon in your sign is your ticket to the next stage of your continuing personal growth. Opportunities that are presented to you now are really messages that originate in the heart of the cosmos. It may take time to understand the full significance of current events; in the meantime, gratefully receive the gifts that arrive on your doorstep with an open mind and a trusting heart."
capricorn,2014-11-22,"A strange turn of events might throw you for a loop today, but you could miss the greater meaning of your experience if you stick to the basic facts. The profound Sagittarius New Moon gives prominence to your 12th House of Fantasy, indicating that your dreams also have something special to teach you now. Life could grow more confusing if you suppress whatever you can't understand. However, once you accept that there are no straightforward solutions, you will grow in ways that make you wiser and stronger."
aquarius,2014-11-22,"Your inspiring thoughts are guiding you on an unexpected vision quest today. Thankfully, you possess great potential to see a variety of possibilities that were previously hidden, but a sincere commitment is necessary to make your dreams come true. The forward-thinking Sagittarius New Moon occurs in your 11th House of Long-Term Goals, leading you into the future by shining the light of awareness on your brightest hopes. Focus your attention on the road ahead rather than looking in the rear view mirror and reminiscing about the past."
pisces,2014-11-22,"Your career objectives are evolving now as the Sagittarius New Moon stimulates your 10th House of Status, giving you a fresh opportunity to set a new professional path. Even if you're eagerly anticipating the upcoming changes, don't overreact to current events. Taking things slowly and steadily works to your advantage as you navigate this tricky bend in the road. Don't become too attached to your present path, since you may need to modify your course as you go."
aries,2014-11-23,"You may be so caught up in your personal vision of the future that you lose focus on what you're doing in the present moment. Making a far-reaching decision could create problems if you don't stop to think about the impact of your current actions. Fortunately, you have an excellent chance to advance toward your destination if you remember your original intent. Your dreams are highly motivational as long as you take concrete steps today."
taurus,2014-11-23,"You might be overly confident that everyone will support your agenda today, even if you don't have all your ducks in a row yet. However, people aren't willing to jump on your bandwagon unless they have sufficient facts to justify your plans. Although you may make an emotional appeal, you could come across more aggressive now than you intend. Soften your approach since you appear overly desperate if you push too hard. Letting others reach their conclusions in their own time ultimately works better for all involved."
gemini,2014-11-23,"Misinterpreting another person's actions is possible today since you're prone to making snap judgments. You react so quickly now that logic doesn't even have a chance to influence your behavior. You might believe that people are angry when they are only expressing their true convictions. But open conflict won't lead to a satisfactory solution, so don't confuse someone's disagreement with a personal attack. Simply clarify your differences and seek common ground to create a foundation of trust."
cancer,2014-11-23,"Although you haven't lost your eye for detail, it's easier to see the potential in a situation now rather than what's wrong. It's not in your nature to criticize anyone; you would rather help those you love accomplish something meaningful. Your approval influences the changing circumstances by motivating others to reach for the stars. It doesn't require a lot of effort to find something nice to say -- and your support goes a long way toward boosting someone's self-confidence. Ultimately, you benefit from the power of positive thought just as much as anyone else."
leo,2014-11-23,"Expressing your passion for a cause is one thing, but instigating a fight to prove yourself right is totally different. Although you might inadvertently turn a bit of intelligent caution into a battle of egos, this unwise strategy doesn't give you the platform to demonstrate your wisdom. You could accidentally send the wrong message, making others think that you are being petty by focusing on divisive tactics. Winning a competition doesn't always lead to success; remember, you're all on the same team."
virgo,2014-11-23,"Balancing your innate need to have all the details in place with your current desire to dream big makes it challenging to find peace of mind. You're more intrigued to explore your creativity now without worrying whether or not your ideas will actually work. Nevertheless, you can't just toss the facts out the window. Taking enough time to acknowledge the truth before surrendering to your imagination makes you more effective in the long run. Adding a dash of pragmatism gives your fantasies a fighting chance to come true."
libra,2014-11-23,"One of your strengths is how you help colleagues feel at ease by supporting their efforts, but you might take your accommodating manner too far today without even realizing it. Unfortunately, focusing all of your attention on everyone else's needs now could impede chasing your creative pursuits. Believe it or not, giving others more freedom to succeed or fail on their own is the ultimate empowerment. Stepping back just a little frees you to make a surprisingly significant breakthrough of your own."
scorpio,2014-11-23,"You might attempt to avoid an uncomfortable feeling that's growing stronger by the day, but the only way to resolve the tension is to simply stop struggling and face it. Instead of involving others in your unfolding emotional melodrama, make an effort to find a spiritual solution to your dilemma first. Losing your temper won't bring anyone closer to happiness. Working toward your long-term goals reconnects you with what matters most to your heart."
sagittarius,2014-11-23,"Rolling with a few surprises today is a piece of cake. Luckily, your cheerful resilience enables you to deal with one noisy distraction after another. Although the Moon is in your sign, her collaboration with intellectual Uranus empowers you to display your brilliance while intuitively responding to an emotional drama. Just remember, you don't always have to be rational. It's sweeter to escape into your dreams for a while if you know you'll be pulled back into reality by tomorrow."
capricorn,2014-11-23,"You dont want to reveal your new plan yet and your somber attitude might be an effective cover for your current optimism. Thankfully, you can rely on your natural organizational skills to throw everyone off track. They are focused on your external efforts while you are free to buzz away in your imagination. Keep up outer appearances while you embark on your spiritual journey. Your inner work is rejuvenating for your soul and will fuel your ambitions for days to come."
aquarius,2014-11-23,"You could be living in a dream world today, where you believe that everything is perfectly harmonious between you and your network of friends and family. However, you might be in a state of denial now as you ignore a rift that has recently grown between you and others. Instead of sticking your head in the sand, let your feelings flow to the surface. Remaining free of judgment permits any ill will to dissipate naturally. Staying in touch with your heart inspires everyone else to do the same."
pisces,2014-11-23,"Your friends may seek out your wise counsel today because your view of the future rises above differences of opinion and petty interpersonal politics. Maybe it's because you are just being too vague to commit to one position or another. However, it's more likely that your perspective has grown into a cosmic one, and you have chosen the moral high road. Don't be coerced into taking sides now. In the midst of emotional drama, play out your role of mediator with integrity and grace. Demonstrating your compassion saves the day."
aries,2014-11-24,"You're motivated to get ahead in your career now, but your ambitions may be so strong that you forget to check in with your friends to solicit their support. Although you don't actually need the approval of others when making your plans, it's still wise to seek feedback from those you trust the most. There's no rush to act immediately so take plenty of time to build your case or you might find yourself so far out on a limb that there's no easy way back."
taurus,2014-11-24,"Although the future should be a logical extension of the past, your current trajectory could be slightly off-target. The good news is you continue to gain clarity about your destination while the Capricorn Moon plods through your 9th House of Future Vision. However, you might discover that your chosen path isn't leading you to the exact place you want to go. It may not be the best time to shift directions, but it surely can't hurt to start planning for the upcoming changes. Dream big but keep your feet on the ground."
gemini,2014-11-24,"You may grow uncomfortable today if a close friend or lover asks you too many annoying questions about your relationship. You might sidestep a direct interrogation about your motives by not answering with a definitive yes or no; however, it's not easy to maintain ambiguity now that the pragmatic Capricorn Moon is traveling through your 8th House of Deep Sharing. You can't evade making a decision any longer, so share your thoughts out loud and then put your words into action. There's no way around it; following your heart requires taking a risk."
cancer,2014-11-24,"You want to strengthen your emotional connection with a special someone today, but you might not be as available if your partner is too demanding. In fact, you could be in such a rational state of mind now that it's hard to show any vulnerability. Your best move may be to retreat so you can reconnect with your feelings before engaging in an intense conversation. Reestablishing your spiritual center empowers you to be truly authentic and speak from your heart."
leo,2014-11-24,"Your direct approach can be a bit intimidating to someone who is less dynamic than you, causing you to rethink your current strategy. It's challenging to see a problem before it arises, and beating around the bush isn't your preferred style. Nevertheless, a bit of self-restraint is in order now. Ultimately, controlling your anger and acting in a diplomatic manner will help you to get what you want.  Respect is a two-way street."
virgo,2014-11-24,"You can tap into a rich source of creativity today, but you must seek a sensible method to integrate your imagination into your day or you won't have much to show for your efforts. Instead of attempting to capture a sudden burst of genius, try to find a groove that's comfortable enough to sustain. But you might overdo your current need for self-expression before you know it. Even if you want to impress others with your cleverness, don't forget that being productive is still your ultimate goal."
libra,2014-11-24,"You aren't easily distracted by frivolous activities today and won't likely join your friends unless you believe they are participating in a worthwhile cause. Even if you would prefer to have fun, the earthy Capricorn Moon's presence in your 4th House of Roots reminds you to stay grounded at all times. Your serious attitude turns you into a harsh judge if someone pushes you too hard. However, stating your needs clearly helps you get along with others and even have a lovely time in the process."
scorpio,2014-11-24,"You need to decide what you're willing to give in return for what you want before sitting down at the negotiating table today. But keep in mind that you won't progress very far if you expect something for nothing. You could end up sabotaging your best efforts if you are too self-serving, so it's a smarter strategy to work toward a mutually beneficial outcome where everyone emerges a winner. It's less complicated to adjust your behavior preemptively than to deal with the consequences down the road."
sagittarius,2014-11-24,"Although you may want to share your dreams with friends, you are fully aware of how unrealistic some of your thoughts could sound. But it's not a simple task to set your boundaries if you slip into an argument with someone who responds negatively. Remember, your imagination holds the seeds for your future and there's no need to convince anyone that your fantasies could really come true. Just say what's on your mind and then get down to business. Your success might just surprise everyone, including yourself."
capricorn,2014-11-24,"You could end up with more trouble than you bargained for today. Although you often keep your emotions under wrap, they could quickly rise to the surface now that the evocative Moon is in your sign. The slightest provocation might elicit a flood of passion that stems from your defense against someone who makes you feel insecure. Thankfully, your current position isn't as precarious as it seems, so don't overstate your case. Take a few deep breaths and let your unwarranted anxieties dissipate before you respond."
aquarius,2014-11-24,"The more someone attempts to convince you to talk today, the less interested you are in revealing your secrets. Fortunately, you're quite capable of holding your ground, even if a very persuasive person is trying to coerce you to spill the beans. No one can force you to share anything that you choose to keep to yourself -- so politely decline to answer and just change the topic of conversation to something that's more in line with your current goals. Switching the focus alleviates the pressure and gently reminds others to back off and give you some space."
pisces,2014-11-24,"Everyone seems to have a distinct set of desires today, complicating your life with contradictory alternatives. You might be overly confident about your ability to navigate through the current emotional maze, but you can't please everyone no matter how hard you try. Nevertheless, you won't be deterred from jumping in to help while the Moon visits your 11th House of Friends and Associates. Don't hide your motives; it's better to be honest, even if it triggers a disagreement in the process. Transparency is your secret to success."
aries,2014-11-25,"Although you may decide to suppress your desires now, it's only because you realize that sharing them could create more problems. You have a good sense of what is real and you are moved to talk your walk today. You might not be sure how to proceed, but this isn't a valid reason for inaction. You must speak the truth that previously existed only within your imagination. People will be more likely to engage you honestly if you can push past your fears and express what's in your heart."
taurus,2014-11-25,"You wish that all your relationship dreams could come true, but this may not be possible now. Fortunately, you can still be happy with your current lot in life since you prefer knowing the unvarnished truth than wandering around lost in a fantasy. But awareness works in both directions and it's your responsibility to communicate honestly, even if your message is a difficult one. Although you might feel as if you're engaged in an uphill battle, the climb is well worth the effort. A heart-to-heart talk with a close friend or lover sets the stage for future happiness."
gemini,2014-11-25,"You are preoccupied with your thoughts today, but it may be difficult to keep your mind on the sunny side of the street. Your key planet Mercury joins karmic Saturn, making you an intellectual force with which to be reckoned. Instead of falling back on your clever wit, use your considerable communication skills to dig into the mysteries hidden in the shadows. Although you might want to make light of a heavy situation, Saturn expects you to be serious when it comes to maintaining your integrity."
cancer,2014-11-25,"If you find yourself stuck in an emotional funk today, you might believe there's no easy way out. Your current situation could be bothering you enough now that it is apparent to everyone around you. There's no need to pretend when it comes to your inner process. Those who love you don't want you to hide; they want to know the real you. Taking a risk and sharing what's in your heart may seem like a scary thing to do but it's the only way to deepen a meaningful relationship."
leo,2014-11-25,"An intense wave of self-awareness washes over you today, but the results are uncharacteristically sobering. It's not that you have lost your legendary confidence; it's just that you're not feeling very lighthearted now. Your natural tendency is to downplay negativity, but that could just make things worse. A more radical approach is in order. Invite someone special inside for a peek into your private world. Revealing your vulnerability is not the easiest path, but it could lead to the biggest transformation."
virgo,2014-11-25,"You might not know whether to stand on your soapbox and shout your truth or grit your teeth, swallow hard and keep quiet. Either way, you may wish you took a different route as your key planet Mercury bumps into Saturn's finality. There is no magical solution but you have to decide whether you can run with your ideas now or should acquiesce to someone in control. The answer to this dilemma is not as straightforward as it seems. The wisest strategy is to simply live with this paradox for a while longer. In the meantime, count your blessings; try not to take life so seriously."
libra,2014-11-25,"You're not willing to bury your feelings today just to keep the peace. You Libras are known for your innate diplomatic skills and your natural propensity for putting the needs of others in front of your own. However, a close friend or family member might push you too far, prompting you to do some serious thinking as you reshuffle your priorities. You are at a tipping point; channel your emotional intensity into clarifying your position and then take a stand. Speak your truth and let the chips fall as they may."
scorpio,2014-11-25,"It's all too easy to work yourself into a corner today as heavy Saturn leans on mental Mercury in your sign. Thankfully, you intuitively realize that you have the power to manifest the changes that are needed no matter how much effort it requires. Your self-criticism and self-judgment aren't productive now -- nor are they necessary. You are only restrained by the limitations of your own thoughts rather than by external circumstances. Give yourself new options by simply opening your mind."
sagittarius,2014-11-25,"You may be secretly struggling against the lessons that taskmaster Saturn is teaching you now. The good news is the hardest work is probably already completed. The time for scheming is over; whatever you do today establishes the direction for your next journey. Although you might erroneously believe that you must show progress toward your goals, forward movement isn't necessarily part of your current curriculum. Instead, accept the temporary restrictions being placed on your plans while sticking to your convictions."
capricorn,2014-11-25,"You might be resigned to tear down any walls that are currently standing between you and your goals. You know that you're capable of reaching your destination, but you're tired of being the one who bears the final responsibility. For once, you wish you could just let it all fall apart. Rest assured that common sense will come to your rescue while mental Mercury works in tandem with your key planet Saturn today. Proceed with determination instead of aggression for the best results."
aquarius,2014-11-25,"Your out-of-the box strategy for success may not be as effective as you think today. Instead of drawing attention to what makes you different, surprise everyone by demonstrating your ability to collaborate in a conventional manner. Although you might not get away with being eccentric now, you can break the mold of someone's expectations by cheerfully adapting to the current situation. But don't restrain your creativity any more than is necessary or you could lose your edge of brilliance."
pisces,2014-11-25,"If you are shouldering an emotional burden, you have a rare chance to finally release whatever is bothering you now. It's just not worth holding on to all your imagined worries that are based upon painful failures or old hurts. Being unnecessarily fearful is not helpful and only prevents you from feeling the love that is waiting for you just on the other side of a wall. All you have to do is open the door and let it in. Don't limit your future by clinging to your past."
aries,2014-11-26,"You're lured very close to the edge of an emotional cliff today and you're probably ready to jump, even if you recognize the potential danger of such unorthodox behavior. Fortunately, there's a bit of planetary magic working in your favor now and somehow, gravity might not pull you crashing down to the ground. Share your thoughts or feelings with someone you trust. You may be pleasantly surprised by where the conversation leads if you're willing to take a leap of faith."
taurus,2014-11-26,"You often take a practical approach to love, but today your thoughts are enticing you to explore unconventional possibilities that are thrilling to imagine. Luckily, you're in an experimental mood and are eager to connect with someone in a radically different way. But don't venture too far too fast unless you're sure that you really want to go there. Traveling outside of your social orbit is wonderful as long as you don't get lost in space."
gemini,2014-11-26,"You are attracted to weird ideas and unusual people like a fly to honey today. You might even find yourself somewhere you've never been and wonder how you got there. You don't have the luxury of recycling your same old fantasies now; familiar territory just won't hold your attention. Enjoy playing on a new social playground, but watch for signs along the path or you could have a difficult time navigating your way back home."
cancer,2014-11-26,"Although you have high hopes about accomplishing a lot of work, save the self-judgment for another day if you're distracted by interpersonal intrigue and don't reach your goals. Rather than setting yourself up for disappointment, consider declaring a personal holiday, instead. Define your own routine without trying to fulfill everyone else's expectations. Meeting your basic obligations today doesn't mean you have to give up the special connection you have with your own dreams."
leo,2014-11-26,"It begins to dawn on you today that your desire for freedom isn't just some passing fancy. Although you might have twinges of nostalgia for a time when your world was less complicated, the future looks brighter now than your past. An unconventional person may be encouraging you to take a chance by embarking on an adventure. But even if there's travel ahead, the real journey comes from opening your heart to the idea of something new and wildly different."
virgo,2014-11-26,Your emotions may conflict with your logic once the moody Moon shifts into your 6th House of Details. But attempts at resolving the tension won't necessarily bring you satisfaction because you're being pulled in two directions today. Trust your instincts and take a chance on following your gut reaction. You can always reconsider your priorities in a couple of days when your cool-headed analysis kicks back in and your common sense returns.
libra,2014-11-26,"You wish you could believe what others tell you, but you may realize that someone is stretching the truth today. Ironically, a little white lie doesn't bother you much now as long as you like what you're being told. Anyway, you might try to hide your feelings because you're drawn to things out of the ordinary. Nevertheless, flirty Venus harmonizes with quirky Uranus, so taking the extra step and sharing your fantasy can be fun. Nearly anything is possible as long as you don't get hung up on unnecessary details."
scorpio,2014-11-26,"At first glance your escape plan appears to be in order today, but reality may not support your optimistic conclusions. Nevertheless, you can break out of the mold you're stuck in by imagining your life drastically different than it is now. Although you might want to manifest your vision right away, accept the fact that it's going to take time. Instead of feeling frustrated about being caught between two worlds, give yourself permission to enjoy your fantasy in the moment. Practice patience; the next phase of your journey is just around the bend."
sagittarius,2014-11-26,"Your fantasies become irresistible as they grow more complex and less likely to come true. But your current desires might be leading you down a totally unfamiliar path and the closer you get to the end, the more uncertain you are about your choice. There is a fine line between your unbridled imagination and what's actually possible now. Fortunately, if you're willing to let your thoughts roam and then trust where they take you, you could actually manifest the impossible dream."
capricorn,2014-11-26,"You ambitious Mountain Goats are known for your down-to-earth practicality, and normally you competently manage the details of your life as needed. But now you're more interested in dreaming about a quick escape than taking care of the business at hand. Although you're not entirely convinced that abandoning your commitments is wise, you should be able to get away with letting a few things slide today. Thankfully, if you have been responsible all along, you can rest on your laurels, cut loose and have some fun."
aquarius,2014-11-26,"This can be a perfect day to fall in love with someone, whether or not you're on the lookout for romance. Magnetic Venus connects with your key planet Uranus, electrifying your nervous system with natural charisma and irrepressible desires. There's no need to worry about losing stability now; it's merely the possible thrill that captures your attention. However, it's still not advisable to act on every impulse. As boring as it sounds, consider the consequences before doing something you might later regret."
pisces,2014-11-26,"If you could casually slip into another dimension now, the sky would be filled with rainbows, unicorns would be frolicking and your favorite music would be playing. Happily, today's imaginative Sun-Neptune square means you don't have to travel to a parallel universe for your maximum pleasure. Everything desirable seems as if it's right around the next corner, even if you never actually get there. Instead of trying to make all your dreams come true in the moment, pick the most amazing one and strive to manifest it over the days ahead."
aries,2014-11-27,"Putting your calendar in order sounds like a sensible thing to do today, but it may be challenging to follow through with your original plans when so many people seem to want a piece of your day. You wish you could placate all involved, but your good intentions aren't enough to fit everything into place. Managing potential scheduling conflicts requires your undivided attention, yet your vivid imagination can still interfere with your ability to focus. Enjoy the company of others the best you can without trying to please everyone except yourself."
taurus,2014-11-27,"Although your relatives might not understand your unpredictable behavior now, they are willing to put up with it until they determine if your plan is worth supporting. However, your current impatience seems out of place since no one else is in a hurry. Paradoxically, you wouldn't appear so rushed if you were feeling more confident; time is running out and you don't want to be left behind. There's no need to waste words; just work diligently toward reaching satisfaction and let events unfold at their own pace."
gemini,2014-11-27,"Everyone seems to be talking up a storm today, but no one has the time to really listen. You have important things to say, but aren't sure how to work your newly formed ideas into the flow. Don't give up; your smartest strategy now is to let someone prattle on about a personal interest and then politely change the subject when the conversation lulls. Carefully choosing your words encourages others to do the same."
cancer,2014-11-27,"You are lulled into a surreal mental space today, but the emotionally detached Aquarius Moon inspires you to use your intellect to interpret the mysterious symbols of your dreams. However, this logical approach may be a dead-end strategy because rational analysis won't likely uncover any hidden meanings. Instead, set your imagination free and you'll remember what your subconscious mind is trying to tell you when you least expect it."
leo,2014-11-27,"You don't want to be distracted by anyone now because you're trying to figure out how to navigate the current time crunch. Ultimately, you can create additional stress by concentrating on the future before you respond to a more immediate situation first. Thankfully, the conceptual Aquarius Moon's visit to your 7th House of Partners brings people into your life who believe they have the answers you seek. The good news is that being receptive to the brilliance of others could improve your game without slowing down your progress."
virgo,2014-11-27,"You want to be an integral part of the social activities today but you don't like leaving a project only partially completed. Thankfully, you can be quite methodical, enabling you to finish just in the nick of time. But you may have to let a few details fall to the wayside. Eliminating non-essential tasks frees you up to proactively address a potential problem, rather than waiting for it to turn into a minor disaster. Setting priorities early on and sticking to them is the key to your success."
libra,2014-11-27,"Living in your dreamworld was fine for a little escape, but it's time to reclaim your power now by telling others what you want. Nevertheless, it's not a good idea to let your personal preferences stand in the way of your enjoyment today. However, you can keep your destination in mind while still relaxing into the flow of the day's events. Recheck your GPS tomorrow and then recalculate your route if necessary."
scorpio,2014-11-27,"You won't be satisfied with social pleasantries today unless they connect you with your friends and relatives on a deeper emotional level. However, your manner of expressing your needs can sound overly complex to others, prompting them to make a hasty retreat. Although your desires could be thwarted by someone who has a very different agenda than you, don't try to convince anyone else to adopt your perspective. The more you sell your point of view, the less chance there is for finding compromise. Oddly enough, respecting the opinions of others leads to the intimacy you seek."
sagittarius,2014-11-27,"You may believe you have a practical strategy to complete your chores before indulging in any holiday festivities today. However, your idealistic solution might fall apart once you start executing your plans. You could underestimate how much time a job will take, or maybe you discover that you're missing an important tool. Either way, working faster isn't the answer. Ironically, you'll finish sooner if you slow down your pace, leaving you with plenty of breathing room before the fun begins."
capricorn,2014-11-27,"Social obligations are like the fly in your ointment today. You want to spend quality time with friends and family, but you resent the fact that they expect you to contribute to the day in specific ways. Your personal needs may diverge from those of the group, creating a gulf between you and others. Don't let your unresolved anxieties or unsatisfied desires prevent you from feeling the love. Count your blessings and express your gratitude while you have the chance."
aquarius,2014-11-27,"You seem to be attracted to nearly anything that allows you to lose yourself into a crowd today. But you won't be able to run away from your problems since you just keep bumping into the same issues again and again. Rather than trying to sidestep a difficult emotional dynamic, just stay fully present with your feelings. You might be pleasantly surprised by what happens when you're willing to demonstrate your emotional vulnerability."
pisces,2014-11-27,"Reality is giving you permission now to luxuriate in the rich symbolism of your imagination. Of course, you're no stranger to the act of invisibly slipping behind the veil of consciousness. However, putting your dreams to work today is more complicated than it seems. Thankfully, you don't have to make your next move yet;  just let your mind wander without any specific agenda. Instead of pushing to further your personal vision, celebrate the camaraderie you share with those you love."
aries,2014-11-28,"You're willing to join in the celebration as long as your future is looking bright; just make sure your imagination isn't playing tricks on you now. It's not necessarily a good strategy to focus all your energy on the possibilities ahead while there is still plenty of work to be done in the present moment. The most intelligent course of action is to take care of your current obligations without getting distracted by gambling on things to come. Tomorrow doesn't come with a guarantee, so make the most of today."
taurus,2014-11-28,"A radically new approach looks good on paper because you realize that the same old plan won't help you reach your goals. However, you're still tempted to play it safe since your fear of failure encourages maintaining the status quo. Nevertheless, you accomplish more if you overcome self-doubt and take a calculated risk. Don't let an important opportunity slip through your fingers; seize the moment and run."
gemini,2014-11-28,"You may be feeling quite clever as you tap dance around a decision in order to get out of making a commitment. Like it or not, concentrating on a singular goal could be your best possible move today. Normally, you excel at keeping multiple options open so you can wait until the very last moment before picking one. However, the sooner you choose now, the better your chances of success."
cancer,2014-11-28,"You're so captivated by your fantasies today that your actual experiences may fall short of your expectations. But living in your dreamworld could create emotional distance between you and those you love. You really don't want to isolate yourself; you just need more breathing room now. Temporarily retreating is easier than confronting reality if you are unhappy with a current situation. However, you can learn a significant truth about your heart by leaning into your fears instead of avoiding them."
leo,2014-11-28,"You may plan on sailing through calm waters today, but there's still an intense storm brewing on the horizon. Fortunately, you can prepare yourself so you won't be caught off guard when the winds whip up and the seas grow rough. Actually, you're almost eager for an opportunity to show off your high level of competency. Ultimately, if you don't become complacent, this unexpected challenge can raise your profile and boost your self-confidence."
virgo,2014-11-28,"Normally, organizing details is the fuel to your fire, helping you achieve your goals in an efficient manner. However, you may be weary of always having to be the practical one and you long for your imagination to lift you out of your current rut. However, it could be quite challenging to bring your grandiose visions down to earth today. Luckily, you can make magic now if you give yourself permission to be creative without worrying about the results."
libra,2014-11-28,You're itching to find new avenues of self-expression now with the non-conformist Aquarius Moon hanging out in your 5th House of Creativity. But it's possible to be so driven to tell your story that you appear uncharacteristically inattentive to the needs of others. The stressful Moon-Mercury square makes it difficult for you to say the right thing and your message might be misinterpreted. Sharing your truth is an admirable ambition as long as you balance the give and take. Listen as much as you talk.
